CEP,CEP_Formatado,UF,Cidade_Referencia,Regiao
14021-637,14021637,RJ,Niterói,Sudeste
93700-000,93700000,RJ,Rio de Janeiro,Sudeste
02674-000,2674000,RJ,Rio de Janeiro,Sudeste
03220-000,3220000,RJ,Rio de Janeiro,Sudeste
05881-000,5881000,RJ,Volta Redonda,Sudeste
13960-000,13960000,RJ,Rio de Janeiro,Sudeste
85810-061,85810061,RJ,Rio de Janeiro,Sudeste
11900-000,11900000,RJ,Rio de Janeiro,Sudeste
96600-000,96600000,RJ,Rio de Janeiro,Sudeste
40070-170,40070170,RJ,Rio de Janeiro,Sudeste
07070-000,7070000,RJ,Rio de Janeiro,Sudeste
08260-030,8260030,RJ,Rio de Janeiro,Sudeste
29126-150,29126150,RJ,Rio de Janeiro,Sudeste
38307-248,38307248,RJ,Rio de Janeiro,Sudeste
72115-511,72115511,RJ,Rio de Janeiro,Sudeste
02537-000,2537000,RJ,Rio de Janeiro,Sudeste
85065-560,85065560,RJ,Volta Redonda,Sudeste
06537-380,6537380,RJ,Campos dos Goytacazes,Sudeste
13219-051,13219051,RJ,Volta Redonda,Sudeste
05889-380,5889380,RJ,Campos dos Goytacazes,Sudeste
12230-200,12230200,RJ,Rio de Janeiro,Sudeste
69911-564,69911564,RJ,Rio de Janeiro,Sudeste
13212-448,13212448,RJ,Rio de Janeiro,Sudeste
07181-070,7181070,RJ,Rio de Janeiro,Sudeste
13567-030,13567030,RJ,Rio de Janeiro,Sudeste
21231-020,21231020,RJ,Rio de Janeiro,Sudeste
59088-755,59088755,RJ,Volta Redonda,Sudeste
81770-300,81770300,RJ,Volta Redonda,Sudeste
05776-460,5776460,RJ,Rio de Janeiro,Sudeste
13170-510,13170510,RJ,Nova Iguaçu,Sudeste
82015-010,82015010,RJ,Rio de Janeiro,Sudeste
38406-200,38406200,RJ,Nova Iguaçu,Sudeste
85892-000,85892000,RJ,Rio de Janeiro,Sudeste
06298-008,6298008,RJ,Rio de Janeiro,Sudeste
38181-655,38181655,RJ,Rio de Janeiro,Sudeste
88801-520,88801520,RJ,Campos dos Goytacazes,Sudeste
51021-530,51021530,RJ,Rio de Janeiro,Sudeste
12243-680,12243680,RJ,Rio de Janeiro,Sudeste
02017-001,2017001,RJ,Rio de Janeiro,Sudeste
60878-045,60878045,RJ,Rio de Janeiro,Sudeste
78125-040,78125040,RJ,Rio de Janeiro,Sudeste
12061-571,12061571,RJ,Campos dos Goytacazes,Sudeste
01312-001,1312001,RJ,Rio de Janeiro,Sudeste
67140-900,67140900,RJ,Duque de Caxias,Sudeste
36904-024,36904024,RJ,Rio de Janeiro,Sudeste
31555-190,31555190,RJ,Rio de Janeiro,Sudeste
25965-360,25965360,RJ,Rio de Janeiro,Sudeste
07863-005,7863005,RJ,Rio de Janeiro,Sudeste
54740-000,54740000,RJ,Rio de Janeiro,Sudeste
26281-120,26281120,RJ,Rio de Janeiro,Sudeste
13051-172,13051172,RJ,Rio de Janeiro,Sudeste
06813-155,6813155,RJ,Rio de Janeiro,Sudeste
96823-256,96823256,RJ,Rio de Janeiro,Sudeste
78540-000,78540000,RJ,Rio de Janeiro,Sudeste
04836-220,4836220,RJ,Volta Redonda,Sudeste
25906-790,25906790,RJ,Niterói,Sudeste
03449-000,3449000,RJ,Niterói,Sudeste
23906-400,23906400,RJ,Rio de Janeiro,Sudeste
03732-060,3732060,RJ,Rio de Janeiro,Sudeste
76350-000,76350000,RJ,Rio de Janeiro,Sudeste
22790-880,22790880,RJ,Volta Redonda,Sudeste
06192-150,6192150,RJ,Rio de Janeiro,Sudeste
13343-460,13343460,RJ,Rio de Janeiro,Sudeste
71989-600,71989600,RJ,Rio de Janeiro,Sudeste
79906-810,79906810,RJ,Rio de Janeiro,Sudeste
93609-150,93609150,RJ,Rio de Janeiro,Sudeste
05328-000,5328000,RJ,Rio de Janeiro,Sudeste
75257-641,75257641,RJ,Rio de Janeiro,Sudeste
13501-022,13501022,RJ,Rio de Janeiro,Sudeste
49095-806,49095806,RJ,Rio de Janeiro,Sudeste
74943-010,74943010,RJ,Rio de Janeiro,Sudeste
21931-522,21931522,RJ,Rio de Janeiro,Sudeste
72025-065,72025065,RJ,Rio de Janeiro,Sudeste
03668-080,3668080,RJ,Rio de Janeiro,Sudeste
07261-450,7261450,RJ,Campos dos Goytacazes,Sudeste
29830-000,29830000,RJ,Rio de Janeiro,Sudeste
12460-000,12460000,RJ,Duque de Caxias,Sudeste
96205-270,96205270,RJ,Rio de Janeiro,Sudeste
30112-021,30112021,RJ,Rio de Janeiro,Sudeste
52030-060,52030060,RJ,Niterói,Sudeste
68760-000,68760000,RJ,Nova Iguaçu,Sudeste
12226-540,12226540,RJ,Rio de Janeiro,Sudeste
69036-660,69036660,RJ,Rio de Janeiro,Sudeste
71592-071,71592071,RJ,Duque de Caxias,Sudeste
13392-150,13392150,RJ,Rio de Janeiro,Sudeste
04745-060,4745060,RJ,Duque de Caxias,Sudeste
09195-690,9195690,RJ,Rio de Janeiro,Sudeste
88330-756,88330756,RJ,Duque de Caxias,Sudeste
12919-505,12919505,RJ,Rio de Janeiro,Sudeste
89204-501,89204501,RJ,Rio de Janeiro,Sudeste
09751-350,9751350,RJ,Volta Redonda,Sudeste
67110-290,67110290,RJ,Volta Redonda,Sudeste
05734-080,5734080,RJ,Rio de Janeiro,Sudeste
60810-786,60810786,RJ,Niterói,Sudeste
90670-020,90670020,RJ,Rio de Janeiro,Sudeste
32071-128,32071128,RJ,Rio de Janeiro,Sudeste
02067-050,2067050,RJ,Rio de Janeiro,Sudeste
31810-070,31810070,RJ,Nova Iguaçu,Sudeste
14817-400,14817400,RJ,Rio de Janeiro,Sudeste
81510-130,81510130,RJ,Duque de Caxias,Sudeste
05181-280,5181280,RJ,Rio de Janeiro,Sudeste
94470-483,94470483,RJ,Rio de Janeiro,Sudeste
36213-000,36213000,RJ,Rio de Janeiro,Sudeste
76400-000,76400000,RJ,Rio de Janeiro,Sudeste
04777-020,4777020,RJ,Rio de Janeiro,Sudeste
13284-468,13284468,RJ,Rio de Janeiro,Sudeste
56550-000,56550000,RJ,Campos dos Goytacazes,Sudeste
94824-000,94824000,RJ,Duque de Caxias,Sudeste
55600-000,55600000,RJ,Volta Redonda,Sudeste
13503-900,13503900,RJ,Niterói,Sudeste
70650-472,70650472,RJ,Duque de Caxias,Sudeste
06760-030,6760030,RJ,Rio de Janeiro,Sudeste
04010-100,4010100,RJ,Rio de Janeiro,Sudeste
08576-230,8576230,RJ,Rio de Janeiro,Sudeste
49507-520,49507520,RJ,Rio de Janeiro,Sudeste
80610-030,80610030,RJ,Rio de Janeiro,Sudeste
79415-000,79415000,RJ,Rio de Janeiro,Sudeste
93510-320,93510320,RJ,Rio de Janeiro,Sudeste
06401-147,6401147,RJ,Rio de Janeiro,Sudeste
02996-210,2996210,RJ,Volta Redonda,Sudeste
18150-000,18150000,RJ,Niterói,Sudeste
30494-340,30494340,RJ,Campos dos Goytacazes,Sudeste
81670-040,81670040,RJ,Niterói,Sudeste
31742-008,31742008,RJ,Nova Iguaçu,Sudeste
83507-510,83507510,RJ,Rio de Janeiro,Sudeste
74150-020,74150020,RJ,Nova Iguaçu,Sudeste
07242-120,7242120,RJ,Rio de Janeiro,Sudeste
89567-055,89567055,RJ,Duque de Caxias,Sudeste
04408-090,4408090,RJ,Niterói,Sudeste
76824-066,76824066,RJ,Nova Iguaçu,Sudeste
35473-000,35473000,RJ,Rio de Janeiro,Sudeste
83090-460,83090460,RJ,Rio de Janeiro,Sudeste
48005-390,48005390,RJ,Rio de Janeiro,Sudeste
69980-000,69980000,RJ,Rio de Janeiro,Sudeste
66055-170,66055170,RJ,Rio de Janeiro,Sudeste
07791-015,7791015,RJ,Nova Iguaçu,Sudeste
06405-065,6405065,RJ,Rio de Janeiro,Sudeste
09240-680,9240680,RJ,Rio de Janeiro,Sudeste
38401-804,38401804,RJ,Rio de Janeiro,Sudeste
06440-000,6440000,RJ,Rio de Janeiro,Sudeste
09132-410,9132410,RJ,Rio de Janeiro,Sudeste
39403-263,39403263,RJ,Rio de Janeiro,Sudeste
71090-545,71090545,RJ,Rio de Janeiro,Sudeste
59084-200,59084200,RJ,Rio de Janeiro,Sudeste
36980-000,36980000,RJ,Duque de Caxias,Sudeste
84500-622,84500622,RJ,Rio de Janeiro,Sudeste
11707-060,11707060,RJ,Rio de Janeiro,Sudeste
04675-085,4675085,RJ,Rio de Janeiro,Sudeste
32900-000,32900000,RJ,Rio de Janeiro,Sudeste
52041-130,52041130,RJ,Rio de Janeiro,Sudeste
85852-120,85852120,RJ,Volta Redonda,Sudeste
89239-210,89239210,RJ,Campos dos Goytacazes,Sudeste
54450-190,54450190,RJ,Rio de Janeiro,Sudeste
60870-730,60870730,RJ,Rio de Janeiro,Sudeste
37500-351,37500351,RJ,Rio de Janeiro,Sudeste
13285-836,13285836,RJ,Duque de Caxias,Sudeste
78052-830,78052830,RJ,Rio de Janeiro,Sudeste
69900-688,69900688,RJ,Campos dos Goytacazes,Sudeste
03268-180,3268180,RJ,Rio de Janeiro,Sudeste
01514-000,1514000,RJ,Rio de Janeiro,Sudeste
84345-000,84345000,RJ,Rio de Janeiro,Sudeste
09961-190,9961190,RJ,Rio de Janeiro,Sudeste
09600-004,9600004,RJ,Rio de Janeiro,Sudeste
41810-105,41810105,RJ,Rio de Janeiro,Sudeste
18900-416,18900416,RJ,Niterói,Sudeste
54330-782,54330782,RJ,Niterói,Sudeste
25231-126,25231126,RJ,Rio de Janeiro,Sudeste
06665-185,6665185,RJ,Rio de Janeiro,Sudeste
14096-570,14096570,RJ,Rio de Janeiro,Sudeste
09380-494,9380494,RJ,Duque de Caxias,Sudeste
05323-002,5323002,RJ,Rio de Janeiro,Sudeste
06543-385,6543385,RJ,Campos dos Goytacazes,Sudeste
07080-120,7080120,RJ,Rio de Janeiro,Sudeste
03648-000,3648000,RJ,Rio de Janeiro,Sudeste
08744-098,8744098,RJ,Rio de Janeiro,Sudeste
13201-001,13201001,RJ,Rio de Janeiro,Sudeste
30520-300,30520300,RJ,Rio de Janeiro,Sudeste
53030-030,53030030,RJ,Campos dos Goytacazes,Sudeste
09371-065,9371065,RJ,Niterói,Sudeste
66113-320,66113320,RJ,Rio de Janeiro,Sudeste
55385-000,55385000,RJ,Rio de Janeiro,Sudeste
03190-030,3190030,RJ,Rio de Janeiro,Sudeste
04135-030,4135030,RJ,Rio de Janeiro,Sudeste
06502-345,6502345,RJ,Rio de Janeiro,Sudeste
78840-096,78840096,RJ,Campos dos Goytacazes,Sudeste
04678-020,4678020,RJ,Nova Iguaçu,Sudeste
05338-090,5338090,RJ,Rio de Janeiro,Sudeste
73150-030,73150030,RJ,Volta Redonda,Sudeste
14057-100,14057100,RJ,Rio de Janeiro,Sudeste
08180-110,8180110,RJ,Nova Iguaçu,Sudeste
31550-320,31550320,RJ,Rio de Janeiro,Sudeste
89285-135,89285135,RJ,Rio de Janeiro,Sudeste
29142-034,29142034,RJ,Rio de Janeiro,Sudeste
06709-320,6709320,RJ,Volta Redonda,Sudeste
40320-590,40320590,RJ,Rio de Janeiro,Sudeste
09195-420,9195420,RJ,Campos dos Goytacazes,Sudeste
71720-560,71720560,RJ,Rio de Janeiro,Sudeste
08290-000,8290000,RJ,Rio de Janeiro,Sudeste
08773-535,8773535,RJ,Rio de Janeiro,Sudeste
49015-280,49015280,RJ,Campos dos Goytacazes,Sudeste
04054-000,4054000,RJ,Rio de Janeiro,Sudeste
37701-011,37701011,RJ,Volta Redonda,Sudeste
98280-000,98280000,RJ,Rio de Janeiro,Sudeste
21862-350,21862350,RJ,Rio de Janeiro,Sudeste
02075-041,2075041,RJ,Rio de Janeiro,Sudeste
36340-000,36340000,RJ,Rio de Janeiro,Sudeste
81230-170,81230170,RJ,Nova Iguaçu,Sudeste
09606-100,9606100,RJ,Rio de Janeiro,Sudeste
14801-170,14801170,RJ,Campos dos Goytacazes,Sudeste
04428-007,442800,RJ,Rio de Janeiro,Sudeste
99560-000,99560000,RJ,Rio de Janeiro,Sudeste
06703-785,6703785,RJ,Rio de Janeiro,Sudeste
09840-100,9840100,RJ,Rio de Janeiro,Sudeste
85750-000,85750000,RJ,Niterói,Sudeste
78890-431,78890431,RJ,Rio de Janeiro,Sudeste
14026-590,14026590,RJ,Rio de Janeiro,Sudeste
07072-010,7072010,RJ,Rio de Janeiro,Sudeste
72547-408,72547408,RJ,Campos dos Goytacazes,Sudeste
13472-010,13472010,RJ,Campos dos Goytacazes,Sudeste
13903-430,13903430,RJ,Niterói,Sudeste
02961-070,2961070,RJ,Duque de Caxias,Sudeste
13337-100,13337100,RJ,Rio de Janeiro,Sudeste
06654-850,6654850,RJ,Volta Redonda,Sudeste
74015-120,74015120,RJ,Rio de Janeiro,Sudeste
03580-070,3580070,RJ,Rio de Janeiro,Sudeste
31035-520,31035520,RJ,Rio de Janeiro,Sudeste
07957-080,7957080,RJ,Rio de Janeiro,Sudeste
07856-070,7856070,RJ,Rio de Janeiro,Sudeste
06385-505,6385505,RJ,Nova Iguaçu,Sudeste
09601-000,9601000,RJ,Rio de Janeiro,Sudeste
75660-000,75660000,RJ,Rio de Janeiro,Sudeste
44320-000,44320000,RJ,Duque de Caxias,Sudeste
09751-060,9751060,RJ,Rio de Janeiro,Sudeste
25949-130,25949130,RJ,Rio de Janeiro,Sudeste
66070-260,66070260,RJ,Rio de Janeiro,Sudeste
09951-300,9951300,RJ,Duque de Caxias,Sudeste
16057-560,16057560,RJ,Rio de Janeiro,Sudeste
66055-280,66055280,RJ,Volta Redonda,Sudeste
39430-000,39430000,RJ,Duque de Caxias,Sudeste
04843-520,4843520,RJ,Rio de Janeiro,Sudeste
03658-010,3658010,RJ,Rio de Janeiro,Sudeste
03271-000,3271000,RJ,Nova Iguaçu,Sudeste
33902-230,33902230,RJ,Rio de Janeiro,Sudeste
69037-071,69037071,RJ,Rio de Janeiro,Sudeste
38200-054,38200054,RJ,Rio de Janeiro,Sudeste
14051-038,14051038,RJ,Rio de Janeiro,Sudeste
14850-000,14850000,RJ,Rio de Janeiro,Sudeste
04851-724,4851724,RJ,Rio de Janeiro,Sudeste
13920-204,13920204,RJ,Rio de Janeiro,Sudeste
18040-355,18040355,RJ,Volta Redonda,Sudeste
13040-108,13040108,RJ,Rio de Janeiro,Sudeste
22451-271,22451271,RJ,Duque de Caxias,Sudeste
22710-070,22710070,RJ,Rio de Janeiro,Sudeste
83405-720,83405720,RJ,Rio de Janeiro,Sudeste
43715-585,43715585,RJ,Rio de Janeiro,Sudeste
24722-280,24722280,RJ,Rio de Janeiro,Sudeste
35661-095,35661095,RJ,Rio de Janeiro,Sudeste
11700-450,11700450,RJ,Rio de Janeiro,Sudeste
05333-090,5333090,RJ,Rio de Janeiro,Sudeste
72445-010,72445010,RJ,Rio de Janeiro,Sudeste
04856-120,4856120,RJ,Rio de Janeiro,Sudeste
06660-390,6660390,RJ,Nova Iguaçu,Sudeste
72215-031,72215031,RJ,Campos dos Goytacazes,Sudeste
47240-000,47240000,RJ,Rio de Janeiro,Sudeste
13348-329,13348329,RJ,Rio de Janeiro,Sudeste
68742-244,68742244,RJ,Rio de Janeiro,Sudeste
29311-762,29311762,RJ,Rio de Janeiro,Sudeste
08260-030,8260030,RJ,Rio de Janeiro,Sudeste
59127-010,59127010,RJ,Niterói,Sudeste
09852-450,9852450,RJ,Nova Iguaçu,Sudeste
93800-724,93800724,RJ,Rio de Janeiro,Sudeste
94075-030,94075030,RJ,Volta Redonda,Sudeste
06361-515,6361515,RJ,Rio de Janeiro,Sudeste
09750-220,9750220,RJ,Rio de Janeiro,Sudeste
86047-040,86047040,RJ,Duque de Caxias,Sudeste
02518-080,2518080,RJ,Rio de Janeiro,Sudeste
81750-340,81750340,RJ,Duque de Caxias,Sudeste
29203-007,29203007,RJ,Rio de Janeiro,Sudeste
29785-000,29785000,RJ,Rio de Janeiro,Sudeste
29230-000,29230000,RJ,Campos dos Goytacazes,Sudeste
85811-160,85811160,RJ,Campos dos Goytacazes,Sudeste
36302-004,36302004,RJ,Rio de Janeiro,Sudeste
13278-078,13278078,RJ,Rio de Janeiro,Sudeste
29027-200,29027200,RJ,Rio de Janeiro,Sudeste
89050-180,89050180,RJ,Campos dos Goytacazes,Sudeste
05761-420,5761420,RJ,Nova Iguaçu,Sudeste
75250-448,75250448,RJ,Duque de Caxias,Sudeste
72251-002,72251002,RJ,Rio de Janeiro,Sudeste
02724-040,2724040,RJ,Rio de Janeiro,Sudeste
88137-300,88137300,RJ,Nova Iguaçu,Sudeste
04904-904,4904904,RJ,Rio de Janeiro,Sudeste
54400-140,54400140,RJ,Rio de Janeiro,Sudeste
13295-568,13295568,RJ,Rio de Janeiro,Sudeste
04477-400,4477400,RJ,Rio de Janeiro,Sudeste
14403-795,14403795,RJ,Rio de Janeiro,Sudeste
53625-813,53625813,RJ,Rio de Janeiro,Sudeste
13917-048,13917048,RJ,Niterói,Sudeste
74369-415,74369415,RJ,Rio de Janeiro,Sudeste
96075-160,96075160,RJ,Rio de Janeiro,Sudeste
69911-182,69911182,RJ,Duque de Caxias,Sudeste
89220-820,89220820,RJ,Rio de Janeiro,Sudeste
09290-270,9290270,RJ,Niterói,Sudeste
24220-401,24220401,RJ,Rio de Janeiro,Sudeste
38400-648,38400648,RJ,Niterói,Sudeste
23045-160,23045160,RJ,Rio de Janeiro,Sudeste
66635-110,66635110,RJ,Rio de Janeiro,Sudeste
32661-782,32661782,RJ,Rio de Janeiro,Sudeste
78453-060,78453060,RJ,Rio de Janeiro,Sudeste
03317-040,3317040,RJ,Rio de Janeiro,Sudeste
23906-470,23906470,RJ,Niterói,Sudeste
72871-092,72871092,RJ,Rio de Janeiro,Sudeste
09175-360,9175360,RJ,Rio de Janeiro,Sudeste
13207-340,13207340,RJ,Rio de Janeiro,Sudeste
83323-250,83323250,RJ,Campos dos Goytacazes,Sudeste
84940-000,84940000,RJ,Rio de Janeiro,Sudeste
38408-270,38408270,RJ,Niterói,Sudeste
77600-000,77600000,RJ,Volta Redonda,Sudeste
68508-310,68508310,RJ,Nova Iguaçu,Sudeste
13224-299,13224299,RJ,Rio de Janeiro,Sudeste
66053-040,66053040,RJ,Duque de Caxias,Sudeste
03214-080,3214080,RJ,Duque de Caxias,Sudeste
53413-710,53413710,RJ,Duque de Caxias,Sudeste
20910-140,20910140,RJ,Rio de Janeiro,Sudeste
37900-580,37900580,RJ,Duque de Caxias,Sudeste
69093-163,69093163,RJ,Rio de Janeiro,Sudeste
81490-482,81490482,RJ,Rio de Janeiro,Sudeste
09732-530,9732530,RJ,Rio de Janeiro,Sudeste
35476-000,35476000,RJ,Niterói,Sudeste
38701-476,38701476,RJ,Campos dos Goytacazes,Sudeste
01230-000,1230000,RJ,Rio de Janeiro,Sudeste
20730-320,20730320,RJ,Nova Iguaçu,Sudeste
70800-220,70800220,RJ,Rio de Janeiro,Sudeste
18190-000,18190000,RJ,Volta Redonda,Sudeste
18087-011,18087011,RJ,Nova Iguaçu,Sudeste
06296-220,6296220,RJ,Rio de Janeiro,Sudeste
76450-000,76450000,RJ,Rio de Janeiro,Sudeste
13207-722,13207722,RJ,Rio de Janeiro,Sudeste
04911-000,4911000,RJ,Rio de Janeiro,Sudeste
91180-035,91180035,RJ,Rio de Janeiro,Sudeste
02879-070,2879070,RJ,Rio de Janeiro,Sudeste
30642-160,30642160,RJ,Rio de Janeiro,Sudeste
35660-383,35660383,RJ,Rio de Janeiro,Sudeste
02960-110,2960110,RJ,Rio de Janeiro,Sudeste
94060-300,94060300,RJ,Duque de Caxias,Sudeste
69900-688,69900688,RJ,Rio de Janeiro,Sudeste
01035-100,1035100,RJ,Volta Redonda,Sudeste
21241-280,21241280,RJ,Campos dos Goytacazes,Sudeste
37650-000,37650000,RJ,Rio de Janeiro,Sudeste
30421-296,30421296,RJ,Rio de Janeiro,Sudeste
14403-450,14403450,RJ,Rio de Janeiro,Sudeste
73805-720,73805720,RJ,Volta Redonda,Sudeste
89680-000,89680000,RJ,Rio de Janeiro,Sudeste
09195-230,9195230,RJ,Nova Iguaçu,Sudeste
76820-050,76820050,RJ,Rio de Janeiro,Sudeste
85864-390,85864390,RJ,Campos dos Goytacazes,Sudeste
80060-140,80060140,RJ,Campos dos Goytacazes,Sudeste
32655-132,32655132,RJ,Niterói,Sudeste
91760-650,91760650,RJ,Rio de Janeiro,Sudeste
38412-324,38412324,RJ,Rio de Janeiro,Sudeste
24754-220,24754220,RJ,Duque de Caxias,Sudeste
05544-240,5544240,RJ,Rio de Janeiro,Sudeste
68445-000,68445000,RJ,Nova Iguaçu,Sudeste
88301-500,88301500,RJ,Rio de Janeiro,Sudeste
88390-000,88390000,RJ,Volta Redonda,Sudeste
09726-110,9726110,RJ,Rio de Janeiro,Sudeste
04707-061,4707061,RJ,Rio de Janeiro,Sudeste
04282-040,4282040,RJ,Rio de Janeiro,Sudeste
05311-000,5311000,RJ,Rio de Janeiro,Sudeste
13299-450,13299450,RJ,Rio de Janeiro,Sudeste
02042-040,2042040,RJ,Campos dos Goytacazes,Sudeste
75640-004,75640004,RJ,Rio de Janeiro,Sudeste
64493-003,6449300,RJ,Campos dos Goytacazes,Sudeste
85200-045,85200045,RJ,Rio de Janeiro,Sudeste
59324-000,59324000,RJ,Rio de Janeiro,Sudeste
21830-316,21830316,RJ,Niterói,Sudeste
82900-130,82900130,RJ,Rio de Janeiro,Sudeste
04090-830,4090830,RJ,Rio de Janeiro,Sudeste
24711-230,24711230,RJ,Volta Redonda,Sudeste
66015-255,66015255,RJ,Rio de Janeiro,Sudeste
88351-040,88351040,RJ,Campos dos Goytacazes,Sudeste
24230-310,24230310,RJ,Rio de Janeiro,Sudeste
32187-390,32187390,RJ,Volta Redonda,Sudeste
13100-030,13100030,RJ,Rio de Janeiro,Sudeste
38180-717,38180717,RJ,Niterói,Sudeste
13330-120,13330120,RJ,Rio de Janeiro,Sudeste
09230-460,9230460,RJ,Duque de Caxias,Sudeste
96207-510,96207510,RJ,Niterói,Sudeste
14091-240,14091240,RJ,Rio de Janeiro,Sudeste
38160-000,38160000,RJ,Niterói,Sudeste
59286-229,59286229,RJ,Rio de Janeiro,Sudeste
49037-460,49037460,RJ,Rio de Janeiro,Sudeste
85807-030,85807030,RJ,Rio de Janeiro,Sudeste
06528-072,6528072,RJ,Rio de Janeiro,Sudeste
04736-002,4736002,RJ,Rio de Janeiro,Sudeste
04678-105,4678105,RJ,Rio de Janeiro,Sudeste
74984-520,74984520,RJ,Rio de Janeiro,Sudeste
18960-039,18960039,RJ,Rio de Janeiro,Sudeste
14955-000,14955000,RJ,Rio de Janeiro,Sudeste
38051-608,38051608,RJ,Duque de Caxias,Sudeste
13928-352,13928352,RJ,Rio de Janeiro,Sudeste
53060-475,53060475,RJ,Rio de Janeiro,Sudeste
11760-000,11760000,RJ,Volta Redonda,Sudeste
59160-830,59160830,RJ,Campos dos Goytacazes,Sudeste
13051-028,13051028,RJ,Campos dos Goytacazes,Sudeste
05280-030,5280030,RJ,Rio de Janeiro,Sudeste
08041-525,8041525,RJ,Rio de Janeiro,Sudeste
05083-130,5083130,RJ,Campos dos Goytacazes,Sudeste
13454-178,13454178,RJ,Rio de Janeiro,Sudeste
15338-356,1,RJ,Campos dos Goytacazes,Sudeste
84145-000,84145000,RJ,Rio de Janeiro,Sudeste
56288-150,56288150,RJ,Campos dos Goytacazes,Sudeste
05110-020,5110020,RJ,Rio de Janeiro,Sudeste
12990-000,12990000,RJ,Duque de Caxias,Sudeste
26263-175,26263175,RJ,Rio de Janeiro,Sudeste
76829-612,76829612,RJ,Rio de Janeiro,Sudeste
89270-000,89270000,RJ,Rio de Janeiro,Sudeste
09271-470,9271470,RJ,Rio de Janeiro,Sudeste
35670-000,35670000,RJ,Rio de Janeiro,Sudeste
03508-010,3508010,RJ,Rio de Janeiro,Sudeste
89207-220,89207220,RJ,Rio de Janeiro,Sudeste
70675-212,70675212,RJ,Rio de Janeiro,Sudeste
38414-576,38414576,RJ,Rio de Janeiro,Sudeste
11775-020,11775020,RJ,Duque de Caxias,Sudeste
06618-010,6618010,RJ,Rio de Janeiro,Sudeste
09421-570,9421570,RJ,Niterói,Sudeste
91712-150,91712150,RJ,Niterói,Sudeste
13842-100,13842100,RJ,Rio de Janeiro,Sudeste
06700-149,6700149,RJ,Niterói,Sudeste
30570-300,30570300,RJ,Rio de Janeiro,Sudeste
92480-000,92480000,RJ,Rio de Janeiro,Sudeste
29167-920,29167920,RJ,Rio de Janeiro,Sudeste
09080-510,9080510,RJ,Niterói,Sudeste
88901-036,88901036,RJ,Nova Iguaçu,Sudeste
38400-290,38400290,RJ,Campos dos Goytacazes,Sudeste
07241-110,7241110,RJ,Rio de Janeiro,Sudeste
36307-064,36307064,RJ,Rio de Janeiro,Sudeste
12286-577,12286577,RJ,Rio de Janeiro,Sudeste
84640-000,84640000,RJ,Rio de Janeiro,Sudeste
22715-140,22715140,RJ,Rio de Janeiro,Sudeste
93415-403,93415403,RJ,Rio de Janeiro,Sudeste
19814-030,19814030,RJ,Volta Redonda,Sudeste
78250-000,78250000,RJ,Rio de Janeiro,Sudeste
14150-000,14150000,RJ,Niterói,Sudeste
04843-270,4843270,RJ,Nova Iguaçu,Sudeste
12294-535,12294535,RJ,Rio de Janeiro,Sudeste
23573-405,23573405,RJ,Rio de Janeiro,Sudeste
11075-350,11075350,RJ,Rio de Janeiro,Sudeste
55016-600,55016600,RJ,Rio de Janeiro,Sudeste
06402-070,6402070,RJ,Volta Redonda,Sudeste
04340-000,4340000,RJ,Rio de Janeiro,Sudeste
04103-000,4103000,RJ,Rio de Janeiro,Sudeste
14025-640,14025640,RJ,Rio de Janeiro,Sudeste
78770-000,78770000,RJ,Campos dos Goytacazes,Sudeste
04113-110,4113110,RJ,Duque de Caxias,Sudeste
11775-020,11775020,RJ,Rio de Janeiro,Sudeste
06160-180,6160180,RJ,Rio de Janeiro,Sudeste
13299-276,13299276,RJ,Rio de Janeiro,Sudeste
41720-375,41720375,RJ,Campos dos Goytacazes,Sudeste
68906-182,68906182,RJ,Rio de Janeiro,Sudeste
13179-424,13179424,RJ,Campos dos Goytacazes,Sudeste
13033-050,13033050,RJ,Rio de Janeiro,Sudeste
06329-130,6329130,RJ,Volta Redonda,Sudeste
28984-395,28984395,RJ,Rio de Janeiro,Sudeste
45604-018,45604018,RJ,Campos dos Goytacazes,Sudeste
08381-580,8381580,RJ,Rio de Janeiro,Sudeste
08450-000,8450000,RJ,Rio de Janeiro,Sudeste
22770-210,22770210,RJ,Rio de Janeiro,Sudeste
06332-370,6332370,RJ,Rio de Janeiro,Sudeste
20541-145,20541145,RJ,Rio de Janeiro,Sudeste
94030-000,94030000,RJ,Rio de Janeiro,Sudeste
67110-290,67110290,RJ,Rio de Janeiro,Sudeste
59151-427,59151427,RJ,Volta Redonda,Sudeste
35900-128,35900128,RJ,Rio de Janeiro,Sudeste
05373-120,5373120,RJ,Niterói,Sudeste
21031-710,21031710,RJ,Nova Iguaçu,Sudeste
32670-526,32670526,RJ,Rio de Janeiro,Sudeste
74290-200,74290200,RJ,Niterói,Sudeste
66670-335,66670335,RJ,Rio de Janeiro,Sudeste
74290-200,74290200,RJ,Rio de Janeiro,Sudeste
14058-005,14058005,RJ,Campos dos Goytacazes,Sudeste
54420-000,54420000,RJ,Rio de Janeiro,Sudeste
09340-710,9340710,RJ,Rio de Janeiro,Sudeste
35230-000,35230000,RJ,Rio de Janeiro,Sudeste
69318-314,69318314,RJ,Niterói,Sudeste
06473-900,6473900,RJ,Rio de Janeiro,Sudeste
04046-300,4046300,RJ,Rio de Janeiro,Sudeste
09980-310,9980310,RJ,Rio de Janeiro,Sudeste
69060-020,69060020,RJ,Rio de Janeiro,Sudeste
